PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
148.44,291.66,35.13,58.32,80.91,29.59,1.96,12.13,66.62,5.52,14.13,388.0,Very Poor
164.95,,48.6,40.26,50.47,52.78,1.37,9.1,62.13,2.88,3.57,321.0,Very Poor
216.6,,18.61,11.33,4.22,,5.87,4.8,55.72,0.44,1.35,376.0,Very Poor
262.54,,68.88,97.43,67.08,,2.24,46.97,41.73,3.51,21.35,375.0,Very Poor
183.35,305.13,27.32,39.88,55.67,148.49,9.02,4.21,25.34,5.57,12.93,362.0,Very Poor
212.9,,8.7,37.0,26.59,20.42,1.09,9.28,49.72,1.84,3.6,377.0,Very Poor
143.54,,7.58,22.83,19.26,,1.65,,36.67,1.36,1.04,328.0,Very Poor
128.71,,15.4,59.68,41.41,3.6,0.89,7.14,39.88,2.01,2.77,308.0,Very Poor
129.83,,19.04,79.05,32.03,,1.44,36.02,66.71,1.94,19.51,308.0,Very Poor
192.7,,24.97,32.98,4.22,,2.25,7.36,40.66,,,333.0,Very Poor
92.68,239.12,47.05,65.26,103.71,40.66,7.59,17.68,69.95,2.59,7.66,366.0,Very Poor
244.57,342.22,59.94,40.73,76.44,,0.85,12.22,39.85,5.42,5.0,393.0,Very Poor
109.11,228.41,19.64,27.57,47.19,10.31,3.95,10.01,11.94,0.09,,302.0,Very Poor
224.27,317.87,58.71,65.61,9.76,71.71,1.69,23.17,58.98,5.95,18.27,379.0,Very Poor
136.28,237.1,9.61,55.75,32.18,,1.0,8.6,54.83,3.0,,316.0,Very Poor
42.02,140.66,16.43,71.51,53.58,,16.43,82.75,52.44,16.99,85.25,374.0,Very Poor
183.04,267.99,71.29,12.73,130.71,15.45,1.93,12.18,17.98,2.42,,329.0,Very Poor
128.32,,3.95,27.77,12.0,,1.08,12.25,36.55,,,325.0,Very Poor
161.84,286.56,25.33,24.28,36.53,,1.11,10.0,44.16,1.84,4.44,379.0,Very Poor
201.14,,22.41,34.98,23.04,,2.56,49.61,37.25,0.83,3.98,391.0,Very Poor
194.24,,32.97,28.56,61.54,,1.6,6.16,14.19,0.35,0.92,359.0,Very Poor
145.96,,11.41,56.17,3.88,,1.44,6.55,53.57,0.67,0.73,321.0,Very Poor
195.99,,48.24,49.04,66.41,36.48,2.76,8.52,46.58,0.62,0.72,388.0,Very Poor
114.48,157.27,12.45,22.22,26.72,11.23,0.53,13.29,8.92,0.51,,305.0,Very Poor
207.16,,9.61,52.36,35.32,55.77,1.19,11.66,80.06,1.16,1.11,383.0,Very Poor
176.41,,49.55,19.16,60.25,,1.54,6.21,14.67,1.76,4.44,343.0,Very Poor
127.94,196.3,6.73,92.41,54.63,11.1,1.33,15.9,28.51,0.11,0.31,304.0,Very Poor
122.43,,20.12,31.12,51.24,,1.47,5.28,17.43,0.18,0.62,309.0,Very Poor
239.49,,5.16,5.92,,,0.89,8.62,33.06,0.03,2.64,359.0,Very Poor
164.46,,,,,,2.12,26.59,52.44,,,346.0,Very Poor
155.69,,8.01,49.63,33.77,52.78,0.7,11.8,24.85,1.51,0.76,328.0,Very Poor
140.8,230.5,35.56,44.01,56.07,35.4,1.34,11.58,30.42,4.13,33.86,321.0,Very Poor
132.14,264.78,57.64,114.35,105.18,,0.66,4.96,23.12,0.0,0.0,310.0,Very Poor
197.48,,54.58,70.96,52.97,,3.25,47.83,35.37,0.73,3.71,367.0,Very Poor
115.75,330.49,17.67,18.37,29.04,,0.61,3.3,47.63,1.61,2.73,318.0,Very Poor
120.88,405.64,86.41,69.31,31.85,49.03,0.58,28.88,20.88,4.89,10.6,390.0,Very Poor
165.99,,10.64,19.52,0.0,,1.09,3.68,28.5,1.81,2.49,343.0,Very Poor
114.58,340.97,43.75,,25.74,9.16,2.25,16.33,7.74,,,342.0,Very Poor
143.05,314.95,83.26,55.96,139.18,9.55,2.56,,11.32,,,343.0,Very Poor
112.02,330.9,50.86,72.55,52.64,53.4,0.71,19.33,32.42,3.42,6.45,309.0,Very Poor
234.57,378.33,75.93,56.69,95.46,,0.89,10.78,33.8,7.32,20.1,386.0,Very Poor
144.45,295.86,54.15,31.96,85.69,11.28,1.38,11.93,29.91,5.18,9.81,314.0,Very Poor
138.17,218.79,53.28,15.68,104.28,17.02,1.41,13.37,20.42,0.43,,314.0,Very Poor
186.59,,8.23,12.18,8.15,,1.33,37.44,72.55,2.92,26.21,372.0,Very Poor
129.19,171.03,58.67,56.86,80.06,,2.47,6.28,35.82,0.0,0.0,309.0,Very Poor
123.96,196.86,74.81,13.79,137.58,22.25,1.42,13.82,18.24,0.88,,325.0,Very Poor
121.4,193.5,20.04,60.12,73.48,37.51,1.08,16.33,90.99,2.9,6.96,305.0,Very Poor
87.99,277.61,34.45,43.67,76.55,21.51,2.39,10.34,49.75,2.63,9.22,335.0,Very Poor
149.51,180.86,12.6,48.66,36.94,,1.16,,84.97,,,324.0,Very Poor
80.16,345.27,33.69,5.52,23.7,6.86,0.02,19.06,9.75,,,367.0,Very Poor
178.75,,51.87,66.02,73.59,24.54,1.31,15.81,54.08,4.33,17.08,357.0,Very Poor
200.8,,40.04,50.59,60.42,35.47,1.22,9.71,42.18,0.15,1.19,339.0,Very Poor
191.49,356.04,33.15,18.55,37.48,,2.7,9.71,24.53,1.72,4.4,356.0,Very Poor
165.55,242.79,72.6,13.16,133.26,19.26,1.87,12.96,18.02,1.15,,331.0,Very Poor
171.8,,35.5,62.38,,,4.28,12.24,22.05,4.34,10.39,339.0,Very Poor
104.12,375.0,20.27,0.51,20.72,6.81,2.2,30.04,12.35,0.0,,336.0,Very Poor
237.11,348.02,121.27,120.58,224.02,17.35,1.26,16.06,32.55,9.72,21.45,379.0,Very Poor
89.85,240.31,16.42,75.47,70.51,40.32,8.04,14.58,79.55,1.82,5.59,319.0,Very Poor
142.82,397.1,44.46,78.5,78.44,41.32,2.09,17.89,65.07,5.52,6.76,329.0,Very Poor
181.67,,100.08,111.18,139.46,126.19,21.22,18.97,20.58,5.34,20.47,320.0,Very Poor
138.97,296.64,53.59,74.99,108.21,44.94,1.7,21.41,129.18,8.08,24.79,361.0,Very Poor
142.21,237.02,4.81,8.43,8.36,0.89,1.73,26.86,23.95,0.0,,303.0,Very Poor
241.28,,27.56,20.83,22.04,,1.42,35.12,72.31,3.79,25.48,354.0,Very Poor
183.84,,17.7,37.34,,,1.41,12.01,23.46,2.07,5.43,324.0,Very Poor
162.47,298.95,60.59,14.57,68.33,,1.52,12.6,14.92,,,324.0,Very Poor
143.02,,1.56,9.81,,,0.49,15.85,72.77,0.02,2.15,304.0,Very Poor
227.28,,73.36,86.61,90.26,42.74,1.76,27.16,30.04,6.2,44.71,377.0,Very Poor
162.6,,11.96,28.63,4.22,,5.99,3.98,51.08,,,345.0,Very Poor
137.97,,8.05,5.26,,,0.87,6.12,15.11,0.03,3.44,312.0,Very Poor
177.41,258.11,30.75,54.64,74.09,40.37,1.51,18.13,57.6,4.92,11.65,348.0,Very Poor
290.66,418.92,58.36,73.9,118.66,48.9,1.94,17.13,136.52,6.63,15.31,399.0,Very Poor
159.24,,30.07,50.62,50.0,45.88,2.16,8.04,32.19,0.19,1.09,342.0,Very Poor
134.76,274.89,45.51,65.86,75.45,46.02,1.64,18.68,52.43,4.54,6.65,316.0,Very Poor
311.35,122.86,14.14,21.31,24.59,18.89,0.91,20.56,65.91,0.71,0.83,305.0,Very Poor
133.12,303.04,61.19,67.24,53.3,39.7,0.75,20.84,36.78,3.34,7.05,346.0,Very Poor
172.55,315.75,68.88,71.76,88.37,46.22,1.96,15.25,49.74,3.07,5.52,321.0,Very Poor
127.1,,18.06,60.37,30.04,,1.64,49.87,80.45,0.4,3.17,322.0,Very Poor
166.73,,5.37,12.9,4.6,,1.66,6.16,88.12,2.85,4.02,314.0,Very Poor
173.23,,6.01,26.29,19.76,,1.66,,27.6,0.69,1.37,330.0,Very Poor
208.02,,68.77,79.12,98.01,,2.04,13.62,27.51,2.5,7.3,334.0,Very Poor
251.06,,2.56,10.46,,,0.9,7.66,11.53,3.24,32.4,380.0,Very Poor
190.98,327.57,28.25,28.02,42.48,,1.02,10.36,27.8,3.75,9.56,338.0,Very Poor
214.8,,17.23,24.31,16.93,,2.16,38.02,43.38,0.5,3.68,369.0,Very Poor
94.62,124.26,13.29,41.21,32.94,50.03,1.14,7.9,29.14,2.73,16.19,322.0,Very Poor
160.69,227.41,26.09,47.7,56.86,49.88,1.4,17.19,61.91,2.51,9.71,305.0,Very Poor
107.65,294.82,12.69,14.47,20.21,,0.5,15.85,40.67,0.0,0.0,354.0,Very Poor
133.3,,6.52,20.0,26.18,,6.52,51.58,59.03,9.94,21.13,339.0,Very Poor
140.83,,28.93,49.75,78.68,,1.59,3.96,22.35,0.13,0.52,301.0,Very Poor
191.33,318.98,18.17,31.32,49.48,10.58,4.53,17.73,16.97,0.0,,316.0,Very Poor
165.75,302.65,15.8,39.01,54.81,66.54,1.42,5.62,13.11,2.98,12.45,338.0,Very Poor
183.68,,5.96,31.54,,,0.63,37.23,58.54,0.03,2.78,346.0,Very Poor
240.06,380.12,24.25,19.77,31.42,,2.46,8.1,19.16,1.63,4.53,371.0,Very Poor
136.93,,40.11,30.42,70.54,,1.63,9.83,20.89,0.22,0.97,310.0,Very Poor
106.59,161.14,37.5,9.08,71.29,16.26,1.21,12.19,18.2,1.87,,309.0,Very Poor
234.11,,95.41,78.46,119.3,,2.9,13.77,22.43,3.08,9.22,381.0,Very Poor
136.26,,56.63,24.67,81.3,,1.67,5.24,8.7,0.34,1.95,313.0,Very Poor
202.97,,9.5,27.64,12.92,,2.07,42.02,67.5,2.57,20.6,366.0,Very Poor
152.56,337.64,43.18,60.24,76.02,49.53,1.76,19.67,64.73,4.62,6.26,329.0,Very Poor
162.49,,8.21,33.24,24.25,12.86,1.06,11.49,16.71,3.15,7.15,327.0,Very Poor
132.37,210.28,57.51,41.33,98.81,42.32,1.26,13.57,31.44,7.14,9.98,316.0,Very Poor
162.59,254.51,77.51,13.42,141.62,13.83,1.82,12.52,19.55,1.94,,334.0,Very Poor
224.1,374.77,53.4,63.96,80.38,54.51,2.04,16.11,46.03,6.37,51.31,367.0,Very Poor
155.09,,28.27,43.54,3.47,,5.07,5.95,69.01,,,331.0,Very Poor
38.7,69.84,21.33,61.48,54.01,,21.33,53.34,71.99,2.14,32.05,381.0,Very Poor
165.22,264.31,116.23,100.71,182.37,48.37,2.61,33.45,113.89,10.66,37.95,348.0,Very Poor
137.05,266.39,73.78,45.09,118.88,14.69,2.52,10.52,60.42,9.0,10.16,313.0,Very Poor
57.01,,13.68,11.99,25.67,,13.68,18.36,20.81,3.0,15.01,306.0,Very Poor
227.68,225.03,30.18,55.95,22.56,25.48,0.6,20.86,34.42,5.75,11.47,376.0,Very Poor
163.97,375.82,146.3,87.79,59.71,54.53,1.06,43.82,27.66,4.98,22.01,377.0,Very Poor
173.82,,2.98,13.69,7.81,,2.73,17.15,43.28,,,345.0,Very Poor
75.05,,12.67,96.99,30.14,,12.67,58.55,64.12,4.11,32.4,321.0,Very Poor
118.16,196.93,17.77,6.59,17.76,1.68,1.92,31.01,29.85,0.0,,314.0,Very Poor
121.1,436.35,89.35,92.68,61.23,55.02,0.72,22.69,29.97,2.38,13.45,393.0,Very Poor
102.22,212.96,22.14,29.41,40.44,32.82,10.47,17.16,40.23,3.87,9.33,323.0,Very Poor
104.45,149.12,17.85,42.01,37.97,42.76,1.26,11.12,23.29,3.2,18.44,302.0,Very Poor
157.16,225.75,19.34,27.88,43.45,51.35,3.19,17.69,10.11,0.0,,329.0,Very Poor
207.09,322.73,82.5,102.38,173.02,26.82,1.99,17.26,25.28,3.54,4.62,361.0,Very Poor
172.89,294.29,32.3,47.21,73.76,60.1,1.43,17.09,70.51,2.54,6.88,362.0,Very Poor
178.22,503.28,12.49,40.68,33.4,29.53,1.22,19.36,57.85,2.71,18.73,352.0,Very Poor
252.48,380.54,45.96,61.36,75.05,37.01,1.79,15.18,42.35,4.56,39.67,376.0,Very Poor
171.35,,,,,,2.85,15.34,48.91,,,332.0,Very Poor
203.03,326.46,56.81,80.62,57.55,55.14,1.01,23.77,106.16,0.93,5.08,357.0,Very Poor
125.44,228.39,26.37,74.49,61.06,10.36,1.24,31.84,99.66,4.72,7.96,305.0,Very Poor
160.75,210.52,37.54,57.69,71.68,58.15,10.28,6.91,43.44,5.5,14.95,329.0,Very Poor
260.93,,19.85,48.82,42.21,52.21,1.62,9.82,32.01,2.17,3.11,393.0,Very Poor
129.14,226.75,14.64,20.41,17.04,,2.31,7.02,40.11,1.66,4.34,311.0,Very Poor
164.73,,9.68,20.65,4.05,,1.47,6.49,54.17,1.11,2.38,332.0,Very Poor
64.87,122.33,14.15,71.51,50.36,,14.15,36.29,47.75,,,344.0,Very Poor
237.51,,28.05,45.82,,,2.52,7.01,72.86,3.54,8.45,378.0,Very Poor
156.01,228.19,85.62,88.44,138.71,39.36,2.18,24.44,169.36,4.06,10.5,341.0,Very Poor
172.06,,15.85,10.88,18.67,,1.74,6.41,14.8,2.08,6.44,322.0,Very Poor
28.66,,18.31,55.15,40.57,,18.31,32.57,15.68,4.86,19.27,311.0,Very Poor
33.51,,17.84,40.85,33.24,,17.84,28.85,7.95,4.82,20.33,347.0,Very Poor
209.44,341.74,128.06,105.53,216.5,11.43,1.07,15.73,35.91,13.03,21.9,356.0,Very Poor
191.66,292.74,26.49,47.02,4.99,50.09,1.3,16.27,57.39,3.19,6.5,384.0,Very Poor
157.34,241.87,61.04,12.98,114.13,16.12,1.71,13.16,18.13,0.0,,332.0,Very Poor
108.26,239.51,55.04,59.2,49.05,28.52,0.71,19.1,36.04,3.76,7.49,305.0,Very Poor
209.7,373.06,71.59,99.06,86.85,47.52,2.55,13.77,53.31,6.94,11.0,378.0,Very Poor
197.61,301.04,34.28,45.88,62.95,145.48,11.52,5.95,39.54,5.18,9.5,366.0,Very Poor
233.09,288.47,17.62,28.98,28.19,,1.24,8.66,37.66,3.61,3.63,386.0,Very Poor
111.29,226.09,18.89,29.92,48.81,9.98,4.26,16.68,17.43,0.0,,301.0,Very Poor
158.7,,5.52,17.98,,,0.7,12.52,84.47,0.03,2.99,344.0,Very Poor
201.66,397.43,19.18,38.56,45.6,140.6,11.09,3.48,32.94,5.25,11.12,375.0,Very Poor
154.97,230.9,98.61,67.2,116.07,36.62,1.55,12.99,36.99,14.56,23.92,335.0,Very Poor
148.59,203.81,11.82,20.83,28.29,45.62,11.44,5.96,16.65,3.37,6.98,333.0,Very Poor
175.0,,10.52,55.78,36.5,4.18,2.07,7.76,40.34,1.35,3.58,336.0,Very Poor
359.63,,5.94,10.14,,,0.46,3.74,15.97,0.04,3.82,332.0,Very Poor
177.18,422.25,28.74,40.53,44.35,,0.43,8.0,28.69,0.0,0.0,362.0,Very Poor
139.31,,18.48,27.38,44.54,,0.0,12.43,31.42,1.1,5.61,314.0,Very Poor
226.35,388.23,103.19,65.3,127.78,50.23,2.67,18.08,39.85,9.42,70.17,389.0,Very Poor
179.12,,38.35,75.13,59.19,,2.55,15.09,56.33,2.32,8.08,332.0,Very Poor
170.81,351.28,19.85,50.88,44.98,36.48,1.51,33.5,67.84,4.4,24.54,376.0,Very Poor
117.54,284.65,8.68,5.76,13.95,6.06,2.66,,6.22,0.0,,308.0,Very Poor
157.0,,12.06,31.58,24.61,50.77,1.06,8.1,20.9,1.75,18.65,324.0,Very Poor
159.8,272.34,33.0,78.18,84.42,50.14,1.3,13.68,123.99,2.18,8.16,351.0,Very Poor
209.5,,20.35,10.65,4.22,,4.66,5.66,55.87,0.36,1.09,362.0,Very Poor
95.37,,18.01,26.23,44.34,,18.01,13.59,41.64,1.21,3.28,315.0,Very Poor
186.9,,14.18,28.81,4.22,,1.96,5.76,41.52,,,361.0,Very Poor
137.28,,10.66,9.48,9.46,,1.38,11.45,25.59,,,322.0,Very Poor
251.32,,5.51,77.78,9.11,,0.6,2.95,71.42,2.0,3.65,394.0,Very Poor
146.44,,2.04,6.67,4.12,,0.97,9.61,42.73,,,327.0,Very Poor
201.17,332.6,83.99,75.08,113.99,42.17,2.4,16.02,41.54,7.04,56.68,377.0,Very Poor
175.92,332.84,21.29,34.54,55.81,10.63,4.45,17.75,18.33,0.0,,355.0,Very Poor
223.29,359.8,14.04,56.89,45.76,,1.84,54.08,40.94,2.01,6.03,391.0,Very Poor
175.8,,11.5,19.53,12.39,,0.48,12.93,20.69,,,336.0,Very Poor
230.61,,79.11,31.59,110.54,,3.31,6.54,18.58,0.47,1.46,359.0,Very Poor
193.13,321.8,8.91,5.71,30.93,2.85,1.82,13.53,17.04,0.0,,369.0,Very Poor
142.64,,30.09,51.53,56.14,16.95,1.82,13.83,59.71,3.38,9.22,342.0,Very Poor
217.74,395.4,86.04,23.48,53.13,,2.25,7.07,18.47,0.91,2.2,365.0,Very Poor
144.12,162.2,18.1,34.71,40.32,81.04,11.45,5.93,31.61,2.35,6.76,317.0,Very Poor
96.72,332.91,20.53,34.52,56.84,34.24,3.24,10.14,98.09,4.68,8.25,357.0,Very Poor
99.73,,20.16,30.23,50.39,,20.16,32.74,20.91,8.58,27.22,309.0,Very Poor
208.42,,42.34,42.36,83.27,,1.92,6.36,12.94,0.36,1.0,353.0,Very Poor
155.57,,5.74,10.45,4.22,,2.01,6.77,45.41,2.43,3.26,318.0,Very Poor
153.28,264.95,36.39,108.42,144.8,37.98,1.16,14.83,42.62,3.89,5.8,321.0,Very Poor
153.22,269.54,43.03,31.59,104.49,25.47,1.61,27.63,28.29,3.73,,308.0,Very Poor
269.74,,34.11,28.89,62.99,,1.93,6.71,12.45,0.36,0.87,346.0,Very Poor
237.17,,12.01,48.21,36.02,48.53,1.15,11.95,44.14,1.42,4.78,369.0,Very Poor
156.08,,22.14,33.14,55.28,,1.41,9.68,19.23,0.19,0.82,334.0,Very Poor
115.05,201.36,6.72,47.16,36.04,,0.89,20.42,34.2,1.99,6.03,305.0,Very Poor
154.22,,17.59,49.81,,,2.02,9.53,100.51,1.66,6.77,321.0,Very Poor
176.23,320.25,68.66,43.77,67.95,,1.09,9.78,40.98,4.66,4.25,329.0,Very Poor
136.78,205.02,42.12,11.71,81.69,17.71,1.15,12.13,19.6,4.26,,304.0,Very Poor
158.32,,8.99,20.35,29.34,,0.95,8.23,40.52,,,312.0,Very Poor
175.56,,6.01,18.53,,,0.48,3.5,21.39,0.04,3.6,317.0,Very Poor
91.23,,32.82,65.66,33.9,,32.82,34.58,56.17,4.0,32.25,392.0,Very Poor
188.06,,42.16,66.58,70.2,16.35,1.27,14.77,32.97,4.38,22.45,362.0,Very Poor
111.43,,1.94,5.81,4.93,,0.35,4.47,17.47,,,358.0,Very Poor
202.86,,36.86,52.5,,,2.2,9.01,85.21,1.88,6.56,358.0,Very Poor
224.37,338.82,77.85,67.6,101.44,63.81,1.97,21.01,44.82,20.64,17.26,368.0,Very Poor
269.3,,156.78,80.22,168.23,52.95,3.06,9.42,20.17,1.07,4.64,394.0,Very Poor
128.51,365.67,46.31,51.94,29.59,33.99,0.83,24.38,28.61,4.41,7.75,400.0,Very Poor
186.27,422.12,21.55,46.67,47.45,,2.04,22.91,29.28,2.01,6.0,303.0,Very Poor
201.33,,52.48,56.87,109.35,,1.25,4.21,9.84,0.16,0.6,336.0,Very Poor
166.71,276.2,110.02,65.43,57.64,40.53,0.83,20.29,36.47,5.54,10.22,302.0,Very Poor
253.8,388.94,77.04,103.32,182.55,41.99,1.38,16.87,41.22,16.55,38.27,399.0,Very Poor
21.79,,25.94,63.21,50.19,,25.94,25.39,,3.94,16.02,398.0,Very Poor
122.77,,17.7,27.69,19.78,,0.85,30.88,76.55,2.72,22.28,349.0,Very Poor
208.65,,15.65,79.26,,,1.57,10.12,91.64,2.0,5.18,346.0,Very Poor
177.24,,11.75,30.53,25.65,1.07,1.73,12.27,13.55,3.48,10.19,365.0,Very Poor
133.37,,3.88,17.99,21.02,,3.88,57.34,39.66,5.76,11.74,339.0,Very Poor
135.44,197.3,31.24,9.08,61.01,18.17,1.35,11.53,18.22,1.36,,327.0,Very Poor
236.79,,101.11,92.62,130.14,96.77,2.29,10.96,34.01,1.34,2.98,364.0,Very Poor
100.95,,15.34,66.08,,,1.77,6.92,90.9,2.0,5.18,312.0,Very Poor
15.53,,17.0,14.85,31.85,,17.0,15.13,34.18,0.0,0.0,301.0,Very Poor
123.38,,8.53,9.09,11.77,,0.93,12.14,16.82,2.56,7.68,305.0,Very Poor
139.24,199.53,48.88,11.41,92.45,15.06,1.96,12.38,17.9,1.61,,346.0,Very Poor
170.28,312.88,56.52,61.67,97.82,33.27,2.08,16.24,92.96,7.19,24.25,392.0,Very Poor
192.85,,56.27,141.94,70.91,,1.76,23.98,38.29,0.75,5.35,372.0,Very Poor
162.48,272.45,45.81,54.51,74.45,44.78,1.96,12.61,60.56,2.18,5.5,332.0,Very Poor
130.14,,13.22,36.43,29.98,43.0,1.19,4.38,29.96,2.78,14.89,301.0,Very Poor
160.09,,11.21,23.76,,,0.0,6.71,40.62,1.1,5.61,328.0,Very Poor
138.71,,4.61,26.61,13.23,,1.23,53.8,86.75,11.58,31.21,329.0,Very Poor
170.06,326.35,17.53,35.24,52.73,11.13,4.61,20.89,16.73,0.0,,337.0,Very Poor
106.74,,7.96,10.14,,,,2.88,32.51,2.56,25.63,335.0,Very Poor
203.62,,17.61,54.12,,,1.43,7.76,49.94,4.25,14.39,358.0,Very Poor
198.37,329.05,35.39,84.45,60.5,51.2,0.9,27.88,110.71,1.65,7.47,379.0,Very Poor
180.16,,55.02,30.15,85.13,,1.51,6.04,15.7,0.36,1.6,343.0,Very Poor
143.29,274.72,28.45,56.51,67.62,44.96,1.21,14.94,41.11,1.74,4.88,324.0,Very Poor
147.67,262.3,76.36,42.88,71.55,,1.02,15.08,32.8,4.7,7.21,307.0,Very Poor
179.83,321.81,95.96,69.1,100.88,,1.06,18.72,33.27,0.0,0.0,313.0,Very Poor
171.74,,11.57,48.07,34.77,55.5,1.0,6.62,69.72,1.34,0.67,316.0,Very Poor
255.17,,102.18,83.37,124.82,60.66,2.58,10.39,19.57,2.05,2.06,400.0,Very Poor
164.12,392.61,45.7,8.83,47.33,,0.33,9.62,34.7,0.0,0.0,312.0,Very Poor
117.64,266.72,52.8,80.57,118.39,26.39,1.76,31.96,105.42,5.44,13.84,318.0,Very Poor
144.36,,7.8,10.21,,,,1.74,44.26,2.79,27.69,328.0,Very Poor
152.33,252.92,21.5,38.87,53.34,66.51,1.31,14.45,43.18,2.37,4.43,351.0,Very Poor
118.91,,5.42,29.22,34.64,,5.42,79.47,24.89,6.23,12.93,355.0,Very Poor
168.37,285.2,118.78,73.9,176.95,44.92,1.18,10.41,37.71,12.88,18.8,332.0,Very Poor
222.5,364.36,44.43,57.37,74.38,,2.01,2.61,36.28,2.0,6.0,381.0,Very Poor
139.06,,12.09,17.46,11.98,,1.64,49.89,51.76,0.49,4.87,326.0,Very Poor
87.09,,10.15,13.98,24.12,,10.15,18.17,29.43,3.79,7.38,315.0,Very Poor
226.91,,44.37,69.83,72.57,55.3,1.68,8.77,29.46,1.4,1.66,389.0,Very Poor
183.24,345.68,85.1,68.86,119.51,62.87,2.14,24.96,130.02,3.98,9.27,368.0,Very Poor
120.91,210.21,23.19,51.02,68.08,45.92,1.65,20.88,43.68,2.94,8.36,330.0,Very Poor
201.0,,107.88,26.66,134.55,,1.34,5.1,7.39,0.46,2.5,306.0,Very Poor
177.71,309.85,32.47,52.51,2.15,54.6,1.42,19.12,59.73,3.26,7.7,352.0,Very Poor
181.46,,17.17,112.13,39.46,,1.19,24.59,82.15,0.45,4.1,360.0,Very Poor
148.44,,7.98,25.39,22.13,56.2,0.62,13.72,28.0,0.28,0.14,301.0,Very Poor
67.75,,17.63,81.78,29.28,,17.63,57.37,63.34,4.07,32.3,396.0,Very Poor
140.05,290.75,51.16,42.09,59.61,28.02,1.77,5.17,20.13,4.12,11.75,321.0,Very Poor
168.15,,32.13,50.2,51.45,49.59,1.24,7.43,23.11,0.14,1.4,330.0,Very Poor
188.04,,22.17,26.77,48.95,,1.87,5.62,17.87,0.18,0.63,362.0,Very Poor
112.6,312.18,41.22,60.34,66.84,51.9,1.4,11.93,59.1,3.88,5.4,303.0,Very Poor
165.37,,12.58,44.5,31.82,39.51,1.05,10.46,38.3,0.18,0.37,338.0,Very Poor
151.23,388.52,11.55,5.19,15.81,6.26,4.16,33.8,6.71,0.0,,344.0,Very Poor
193.1,356.12,120.37,69.6,146.11,53.87,2.85,15.96,34.61,8.67,73.8,363.0,Very Poor
202.52,,17.7,38.93,31.53,42.65,1.53,8.36,55.88,2.94,15.75,357.0,Very Poor
171.75,,11.99,63.91,43.54,59.47,1.22,9.02,52.9,1.33,2.52,336.0,Very Poor
147.65,281.8,33.05,56.46,81.78,28.26,1.78,13.81,65.83,6.17,28.38,374.0,Very Poor
205.7,315.4,56.66,50.18,78.46,,2.07,0.92,34.74,1.99,6.02,373.0,Very Poor
124.02,195.9,23.65,94.18,134.6,16.76,1.92,5.71,20.39,9.63,10.4,310.0,Very Poor
171.86,,17.65,13.41,19.13,,2.15,10.33,21.42,0.98,1.66,338.0,Very Poor
194.96,,41.78,40.07,81.16,,2.8,13.02,18.78,0.34,0.91,364.0,Very Poor
186.34,,11.27,18.74,19.02,15.24,1.63,24.4,11.47,2.94,9.08,307.0,Very Poor
165.76,268.35,60.14,70.14,9.06,57.73,1.77,24.22,68.58,7.52,17.98,312.0,Very Poor
161.69,291.36,7.82,30.43,38.24,3.71,1.7,2.9,18.68,5.76,11.41,331.0,Very Poor
147.44,289.42,15.54,39.07,54.62,67.76,1.37,4.87,10.89,2.91,12.41,341.0,Very Poor
238.68,,46.87,61.77,70.75,49.7,2.48,8.7,29.12,2.47,4.15,398.0,Very Poor
83.5,,12.28,46.16,,,3.23,5.54,127.74,2.0,5.18,302.0,Very Poor
176.83,,16.25,91.67,34.25,,1.79,44.85,76.81,0.41,3.02,342.0,Very Poor
112.33,,6.82,16.21,4.3,,1.21,4.71,65.02,0.28,,320.0,Very Poor
23.76,,2.95,16.71,11.49,,8.68,1.49,18.08,0.61,2.45,372.0,Very Poor
151.15,,6.62,35.68,5.13,,1.4,5.65,70.73,3.65,5.23,322.0,Very Poor
202.0,,28.08,20.49,22.23,,2.61,66.01,51.07,13.14,48.66,367.0,Very Poor
144.92,,19.26,36.57,21.16,,2.4,29.84,52.14,2.42,20.39,312.0,Very Poor
240.39,,124.65,43.46,168.01,,3.17,5.06,13.64,0.47,1.52,389.0,Very Poor
179.5,,3.42,7.54,,,0.66,36.14,60.24,0.02,2.12,363.0,Very Poor
147.16,,20.53,25.08,18.94,,2.24,33.53,93.85,3.8,31.26,323.0,Very Poor
146.81,202.05,19.33,38.96,36.7,57.51,1.13,6.67,21.48,3.77,17.14,351.0,Very Poor
141.16,,73.74,67.32,6.24,,2.79,9.46,41.48,0.6,2.75,308.0,Very Poor
86.93,295.1,102.46,81.11,113.0,27.85,0.84,19.17,78.81,2.26,7.16,371.0,Very Poor
160.62,,23.88,30.24,54.13,,1.68,7.23,17.26,0.23,0.92,337.0,Very Poor
132.65,,8.81,27.39,19.27,,0.08,1.89,,1.37,,320.0,Very Poor
97.31,284.54,50.0,41.7,90.18,23.02,1.36,14.94,71.5,4.88,18.75,368.0,Very Poor
167.64,345.07,67.1,61.53,30.43,32.77,1.06,20.65,34.65,6.85,11.87,359.0,Very Poor
66.52,,4.66,36.51,14.63,,1.13,20.44,29.48,,,325.0,Very Poor
154.59,248.04,13.06,33.08,37.17,,0.82,1.93,36.16,1.66,,323.0,Very Poor
144.35,276.72,66.62,21.89,62.99,,0.7,11.2,18.37,0.0,0.0,307.0,Very Poor
